claim_id,date_claimed,actor,country,actor_category,claim_verbatim,topic_tag,platform,post_url,archived_url,verdict,verdict_source,source_url,source_date,views,reposts,likes,platform_corrected,claim_status,electoral_political_impact,notes
IT::ITrow1469,2024-02-19,Viral social media accounts,Italy,Amplifier — Account,Photo of Matteo Salvini holding a racist sign against Neapolitans and Sicilians,doctored-media,Social media,,,False,Facta,https://facta.news/antibufale/2024/02/19/matteo-salvini-cartello-razzista-napoletani-siciliani/,2024-02-19,,,,Unknown,fact-checked,,Facta identified the image as digitally manipulated; the sign was inserted via image editing.
IT::ITrow1470,2020-08-05,Viral social media accounts,Italy,Amplifier — Account,Giorgia Meloni is under investigation for vote-buying in Naples (translated from Italian),opposition-attack,Social media,,,False,Facta,https://www.facta.news/antibufale/no-giorgia-meloni-non-e-indagata-per-voto-di-scambio-a-napoli,2020-08-05,,,,Unknown,fact-checked,,Facta found no judicial record of any such investigation; the claim was entirely fabricated. (translated from Italian). LEGAL REVIEW NEEDED — defamation risk.
IT::ITrow1471,2020-07-24,Viral social media accounts,Italy,Amplifier — Account,Tweet attributed to Giorgia Meloni calling the arrest of Carabinieri in Piacenza a judicial set-up is real (translated from Italian),opposition-attack,X/Twitter post,,,False,Facta,https://www.facta.news/articoli/il-tweet-in-cui-giorgia-meloni-definisce-una-montatura-giudiziaria-larresto-di-alcuni-carabinieri-a-piacenza-e-un-falso,2020-07-24,,,,Unknown,fact-checked,,Facta verified the tweet was fabricated; the account was fake and Meloni never posted it. (translated from Italian)
IT::ITrow1472,2023-06-09,Viral social media accounts,Italy,Amplifier — Account,Photo of Giorgia Meloni wearing a Roma Pride T-shirt,doctored-media,Social media,,,False,Facta,https://www.facta.news/antibufale/giorgia-meloni-maglietta-roma-pride,2023-06-09,,,,Unknown,fact-checked,,Facta confirmed the image was digitally altered; Meloni was wearing a different garment.
IT::ITrow1473,2021-08-30,Viral social media accounts,Italy,Amplifier — Account,Giorgia Meloni called for a naval blockade off the coast of Afghanistan (translated from Italian),immigration,Social media,,,False,Facta,https://www.facta.news/antibufale/no-meloni-non-ha-chiesto-un-blocco-navale-al-largo-delle-coste-afghane,2021-08-30,,,,Unknown,fact-checked,,Facta confirmed Meloni made no such proposal; the claim was fabricated. (translated from Italian)
IT::ITrow1474,2024-01-04,Viral social media accounts,Italy,Amplifier — Account,Fake news report: Giorgia Meloni earns colossal sums thanks to an Elon Musk app,doctored-media,Facebook / social media,,,False,Facta,https://www.facta.news/antibufale/meloni-guadagna-app-elon-musk,2024-07-10,,,,Unknown,fact-checked,,Facta identified artificial lip movements indicating AI-generation; no such investment app arrangement exists.
IT::ITrow1475,2022-08-12,Viral social media accounts,Italy,Amplifier — Account,The story of the Moroccan who accumulates Italian welfare benefits is true (translated from Italian),immigration,Social media,,,False,Facta,https://www.facta.news/correzioni-rettifiche-aggiornamenti,2022-08-12,,,,Unknown,fact-checked,,Facta found the story was a fabrication; no such individual existed. The article was later corrected for a separate factual error on the Bossi-Fini law date. (translated from Italian)
IT::ITrow1476,2022-12-19,Giorgia Meloni,Italy,Primary,Claims on immigration and budget achievements in Gli Appunti di Giorgia episode 3 — some errors found (translated from Italian),immigration,YouTube / FdI party event (Rome),,,Misleading,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-appunti-meloni-terzo-episodio,2022-12-19,,,,Unknown,fact-checked,,Pagella Politica fact-checked 10 claims from Meloni's own video series; some were correct others contained errors on immigration and budget data. (translated from Italian)
IT::ITrow1477,2025-03-19,Giorgia Meloni,Italy,Primary,Italy is the most advanced country in Europe for PNRR rates (parliament speech) (translated from Italian),economy,Parliament/Assembly speech (Senate),,,Misleading,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-meloni-comunicazioni-consiglio-europeo,2025-03-19,,,,Unknown,fact-checked,,Same claim fact-checked multiple times; other EU states had equivalent PNRR disbursement progress. (translated from Italian)
IT::ITrow1478,2019-08-29,Matteo Salvini,Italy,Primary,Real refugees arrive by plane and not by sea; those landing by boat are economic migrants not entitled to protection (translated from Italian),immigration,Social media / press conference,,,False,Pagella Politica,https://pagellapolitica.it/articoli/tutti-i-pinocchi-del-governo-del-cambiamento,2019-08-29,,,,Unknown,fact-checked,,Italian Interior Ministry data showed the majority of individuals receiving refugee status at the time had arrived by sea. (translated from Italian)
IT::ITrow1479,2019-08-29,Matteo Salvini,Italy,Primary,Roma camps are a uniquely Italian phenomenon not found elsewhere in Europe (translated from Italian),immigration,Social media / press conference,,,False,Pagella Politica,https://pagellapolitica.it/articoli/tutti-i-pinocchi-del-governo-del-cambiamento,2019-08-29,,,,Unknown,fact-checked,,Documented Roma informal camps exist in France Romania Bulgaria Hungary and other EU states. (translated from Italian)
IT::ITrow1480,2023-01-11,Giorgia Meloni,Italy,Primary,Italy kept fuel price rises lower than France and Germany thanks to our fuel tax cut policy (translated from Italian),economy,Press conference,,,Misleading,Open Fact-checking,https://www.open.online/2023/01/11/meloni-prezzo-carburanti-accise-fc/,2023-01-11,,,,Unknown,fact-checked,,Open Fact-check showed the excise cut was reduced by the Meloni government from November 2022; the differential with France/Germany was partly attributable to pre-existing measures. (translated from Italian)
IT::ITrow1481,2023-09-17,Viral far-right accounts,Italy,Amplifier — Account,Footage shows migrants attacking Italian police at Lampedusa during the September 2023 migration surge,old-video-misattributed,X/Twitter post,,,False,AFP,https://factcheck.afp.com/doc.afp.com.33VN7JD,2023-09-21,,,,Unknown,fact-checked,,AFP confirmed the footage was from a 2021 brawl in Marotta; amplified widely in September 2023 during the Lampedusa spike.
IT::ITrow1482,2024-09-03,Giorgia Meloni,Italy,Primary,Italy is among the countries most advanced on PNRR in Europe — we are leading (translated from Italian),eu/brussels,TV broadcast (Rete 4 - 4 di sera),,,Misleading,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-giorgia-meloni-4-di-sera-rete-4,2024-09-03,,,,Unknown,fact-checked,,Multiple EU states had comparable or better PNRR disbursement rates at the time. (translated from Italian)
IT::ITrow1483,2025-01-09,Giorgia Meloni,Italy,Primary,Italy has recovered about 100 billion euros in three years in the fight against tax evasion (translated from Italian),economy,Press conference,,,Misleading,Pagella Politica,https://pagellapolitica.it/fact-checking/meloni-superbonus-castelli-miliardo-euro,2025-01-09,,,,Unknown,fact-checked,,Fact-checkers noted that the figure encompasses multiple definitional categories of recovered revenue including declared arrears; the framing overstates enforcement success. (translated from Italian)
IT::ITrow1484,2022-08-02,Matteo Salvini,Italy,Primary,Migrants at Lampedusa are stealing cars motorbikes and fishing boats from locals (translated from Italian),immigration,Press statement,,,False,Pagella Politica,https://pagellapolitica.it/articoli/meloni-fuorviante-immigrazione-sicurezza-ue,2022-08-19,,,,Unknown,fact-checked,,The mayor of Lampedusa and investigators denied the claims; no evidence supported Salvini's account. Source: Pagella Politica 2022 immigration overview. (translated from Italian)
IT::ITrow1485,2023-06-21,Viral social media accounts,Italy,Amplifier — Account,Italy has introduced a Family Pride Month in June (viral claim circulating internationally),demographics/great-replacement,X/Twitter post,,,False,AFP,https://factcheck.afp.com/doc.afp.com.36N2663,2023-06-21,,,,Unknown,fact-checked,,EDMO and AFP confirmed no such government initiative existed; a ProVita pro-life demonstration was misrepresented. The AP and multiple international fact-checkers debunked the claim.
IT::ITrow1486,2018-01-15,Matteo Salvini,Italy,Primary,Record landings in January: 841 arrivals +15% from last year; 183681 migrants kept in hotels — INVASION organised to cancel our culture (translated from Italian),immigration,X/Twitter post,,,False,Pagella Politica,https://pagellapolitica.it/fact-checking/salvini-sbaglia-i-numeri-sullaccoglienza-dei-migranti,2019-08-08,,,,Unknown,fact-checked,,Over full-year 2017 landings fell 34%; the hotel figure conflated different reception categories. The tweet was selected cherry-picking. (translated from Italian)
IT::ITrow1487,2018-08-02,Matteo Salvini,Italy,Primary,Foreigners commit one third of all crimes in Italy — about 700 crimes every day (translated from Italian),crime,TV broadcast,,,Half-true,Pagella Politica,https://pagellapolitica.it/fact-checking/un-terzo-dei-reati-sono-commessi-da-stranieri,2018-08-02,,,,Unknown,fact-checked,,~700 foreigners arrested or reported daily is roughly the data; one-third ratio broadly correct but framing inflates crime attributable to immigration. (translated from Italian)
IT::ITrow1488,2024-04-29,Giorgia Meloni,Italy,Primary,Thanks to Superbonus 110% there were 17 billion euros of fraud (translated from Italian),economy,Rally speech (FdI - Pescara),,,False,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-annuncio-meloni-candidatura-europee,2024-04-29,,,,Unknown,fact-checked,,Documented fraud was ~15 billion euros; most was sequestered not spent. (translated from Italian)
IT::ITrow1489,2024-04-29,Giorgia Meloni,Italy,Primary,In 2019 it was the first time FdI passed the electoral threshold (translated from Italian),elections/fraud,Rally speech (FdI - Pescara),,,False,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-annuncio-meloni-candidatura-europee,2024-04-29,,,,Unknown,fact-checked,,FdI also passed the threshold in 2013 and 2018 elections. (translated from Italian)
IT::ITrow1490,2022-03-03,Ignazio La Russa,Italy,Primary,The EU army only has 5000 troops while Italy deploys 9000 abroad (second occasion citing same false figure) (translated from Italian),eu/brussels,TV broadcast (La7 - L'aria che tira),,,False,Pagella Politica,https://pagellapolitica.it/fact-checking/le-forze-militari-europee-di-cui-parla-la-russa-ancora-non-esistono,2022-03-07,,,,Unknown,fact-checked,,Title of Pagella Politica article notes La Russa repeated this incorrect claim on multiple occasions. (translated from Italian)
IT::ITrow1491,2022-08-12,Viral social media accounts,Italy,Amplifier — Account,Story of a Moroccan man who collects multiple Italian welfare benefits circulates as real (translated from Italian),immigration,Social media,,,False,Facta,https://www.facta.news/correzioni-rettifiche-aggiornamenti,2022-08-12,,,,Unknown,fact-checked,,Facta found the story was a fabrication; the legal reference cited was also wrong (Bossi-Fini law date). (translated from Italian)
IT::ITrow1492,2023-01-11,Giorgia Meloni,Italy,Primary,We did not promise to cut fuel excise taxes in the 2022 electoral campaign (translated from Italian),economy,Press conference,,,False,Open Fact-checking,https://www.open.online/2023/01/11/meloni-prezzo-carburanti-accise-fc/,2023-01-11,,,,Unknown,fact-checked,,FdI's 2022 programme explicitly promised automatic reduction of VAT and excise taxes on fuels. (translated from Italian)
IT::ITrow1493,2023-04-18,Francesco Lollobrigida,Italy,Primary,We must incentivise births to stop Italians from being numerically replaced by foreigners (translated from Italian),demographics/great-replacement,Rally speech (Cisal congress),,,Misleading,Pagella Politica,https://pagellapolitica.it/articoli/meloni-salvini-sostituzione-etnica,2023-04-19,,,,Unknown,fact-checked,,Istat president Blangiardo stated at the same event that even doubling projected immigration levels would not reverse Italy's population decline; the replacement framing is factually unfounded. (translated from Italian)
IT::ITrow1494,2025-01-09,Giorgia Meloni,Italy,Primary,All Mattei Plan projects in the 9 pilot countries have already started (translated from Italian),eu/brussels,Press conference,,,False,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-conferenza-stampa-fine-anno-meloni,2025-01-09,,,,Unknown,fact-checked,,Only 5 of 17 projects had started; 11 more were planned to start in 2025. (translated from Italian)
IT::ITrow1495,2024-09-16,Matteo Salvini,Italy,Primary,I always allowed vulnerable migrants to disembark from Open Arms (translated from Italian),immigration,Facebook video post,,,False,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-video-salvini-processo-open-arms,2024-09-16,,,,Unknown,fact-checked,,Court documents show disembarkation of unaccompanied minors was blocked for multiple days during the Open Arms standoff. (translated from Italian). LEGAL REVIEW NEEDED
IT::ITrow1496,2020-02-13,Matteo Salvini,Italy,Primary,I defended Italian borders and everything I did as Interior Minister was lawful (translated from Italian),immigration,Parliament/Assembly speech (Senate),,,Misleading,Pagella Politica,https://pagellapolitica.it/articoli/salvini-a-processo-il-fact-checking-del-suo-discorso-di-difesa-in-senato,2020-02-13,,,,Unknown,fact-checked,,Multiple specific statistical claims in the Senate speech were found incorrect; the broader claim of legality was contested in active proceedings. (translated from Italian). LEGAL REVIEW NEEDED
IT::ITrow1497,2023-04-18,Giorgia Meloni,Italy,Primary,Italy was the first to ban synthetic meat production and has become a model for Europe (translated from Italian),eu/brussels,Press conference,,,Misleading,Pagella Politica,https://pagellapolitica.it/fact-checking/proposta-legge-francia-carne-coltivata,2024-01-02,,,,Unknown,fact-checked,,Pagella Politica found that France's bill was independently drafted and not modelled on Italy's; Lollobrigida's claim (repeated by party officials including Meloni) overstated Italy's influence. (translated from Italian)
IT::ITrow1498,2019-08-29,Matteo Salvini,Italy,Primary,The reception system costs Italy 6 billion euros per year with migrants receiving 35 euros per day (translated from Italian),immigration,Social media,,,Misleading,Pagella Politica,https://pagellapolitica.it/fact-checking/salvini-sbaglia-i-numeri-sullaccoglienza-dei-migranti,2019-08-08,,,,Unknown,fact-checked,,Both the 35-euro figure and the 6-billion total were based on inflated or misapplied statistics; official government data showed lower per-capita costs. (translated from Italian)
IT::ITrow1499,2022-12-29,Giorgia Meloni,Italy,Primary,Italy does not have more tax evaders than other comparable EU countries — we are not uniquely bad (translated from Italian),economy,Press conference (end-of-year 2022),,,Misleading,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-conferenza-fine-anno-meloni,2022-12-29,,,,Unknown,fact-checked,,Pagella Politica found multiple claims in this press conference were false or misleading including on tax evasion comparisons. (translated from Italian)
IT::ITrow1500,2023-09-21,Fratelli d'Italia (official),Italy,Party/Official,FdI brochure: Italy has cut taxes for workers and families while maintaining budget discipline (translated from Italian),economy,Party/Official publication,,,Misleading,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-fratelli-italia-vincente-brochure,2023-09-21,,,,Unknown,fact-checked,,Pagella Politica noted the cuneo fiscale reduction was only for 2023 and did not represent permanent reform; the framing overstated the benefit. (translated from Italian)
IT::ITrow1501,2024-02-28,Giorgia Meloni,Italy,Primary,The Superbonus 110% led to massive fraud that cost ordinary Italians billions (translated from Italian),economy,TV broadcast (Rai 2 TG2 Post),,,Misleading,Pagella Politica,https://pagellapolitica.it/fact-checking/meloni-superbonus-castelli-miliardo-euro,2024-02-28,,,,Unknown,fact-checked,,"While fraud existed, ~8.6bn of 15bn in fraudulent credits was preventively seized; Meloni's framing implied all 17bn had been lost to citizens. (translated from Italian)"
IT::ITrow1502,2025-01-09,Giorgia Meloni,Italy,Primary,Courts gave the government right on safe countries for migrant returns (translated from Italian),immigration,Press conference (end-of-year 2024),,,False,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-conferenza-stampa-fine-anno-meloni,2025-01-09,,,,Unknown,fact-checked,,The Cassation ruling was mischaracterised; courts continued to rule against the government's safe country designations in subsequent weeks. (translated from Italian)
IT::ITrow1503,2024-05-24,Giorgia Meloni,Italy,Primary,Italy is leading Europe in PNRR implementation (translated from Italian),economy,Interview (Festival dell'Economia - Trento),,,Misleading,Pagella Politica,https://pagellapolitica.it/articoli/fact-checking-meloni-festival-economia,2024-05-24,,,,Unknown,fact-checked,,Portugal and Croatia matched Italy on disbursement rates; the claim of unique European leadership was not supported by Commission data. (translated from Italian)
IT::ITrow1504,2019-02-19,Matteo Salvini,Italy,Primary,Quota 100 will create a million new jobs for young Italians replacing retiring workers (translated from Italian),economy,Press conference,,,Misleading,Pagella Politica,https://pagellapolitica.it/fact-checking/no-quota-100-non-creera-un-milione-di-posti-di-lavoro-per-i-giovani,2019-02-19,,,,Unknown,fact-checked,,Labour economists documented no automatic substitution effect; the INPS later showed much lower than projected job creation from Quota 100 retirements. (translated from Italian)
IT::ITrow1505,2019-04-30,Matteo Salvini,Italy,Primary,There are 20000 foreign nationals in Italian prisons for drug crimes sexual violence theft and pickpocketing (translated from Italian),crime,TV broadcast (La7 - DiMartedì),,,Half-true,Pagella Politica,https://pagellapolitica.it/fact-checking/che-cosa-non-torna-nei-numeri-di-salvini-sugli-immigrati-in-carcere,2019-04-30,,,,Unknown,fact-checked,,The overall foreign inmate number was approximately right but the crime profile was wrong; drug offences dominated not sexual violence. (translated from Italian)
ES::ES-001,2018-12-05,Santiago Abascal,Spain,Primary,"Women murdered in Spain were, mostly, at the hands of foreigners",crime,TV broadcast (La Sexta),,,False,Newtral,https://www.newtral.es/santiago-abascal-las-mujeres-asesinadas-en-espana-han-sido-mayoritariamente-a-manos-de-extranjeros/20181205/,2018-12-05,,,,Unknown,fact-checked,,Newtral found official femicide data showed the majority of women killed in Spain are murdered by Spanish nationals. (Translated from Spanish.) LEGAL REVIEW NEEDED: individual crime attribution.
ES::ES-002,2018-12-10,Santiago Abascal,Spain,Primary,False [gender-violence] complaints affect millions of Spaniards,gender violence,Rally speech,,,False,Newtral,https://www.newtral.es/santiago-abascal-las-denuncias-falsas-por-violencia-de-genero-afectan-a-millones-de-espanoles/20181210/,2018-12-10,,,,Unknown,fact-checked,,Newtral found no data supporting the 'millions' figure; official statistics do not show mass false complaints. (Translated from Spanish.)
ES::ES-003,2018-12-05,Santiago Abascal,Spain,Primary,There are 86% of archived [gender-violence] complaints,gender violence,Rally speech,,,Not proven,Newtral,https://www.newtral.es/argumentos-falsos-sobre-las-denuncias-por-violencia-de-genero/20191107/,2019-11-07,,,,Unknown,fact-checked,,Newtral found no official source substantiating the 86% archiving rate for gender-violence complaints. (Translated from Spanish.)
ES::ES-004,2018-12-05,Santiago Abascal,Spain,Primary,"We want to return to the State the competencies in healthcare, education and justice",statistics,TV broadcast (La Sexta),,,Misleading,Newtral,https://www.newtral.es/santiago-abascal-queremos-devolver-al-estado-las-competencias-en-sanidad-educacion-y-justicia/20181205/,2018-12-05,,,,Unknown,fact-checked,,"Newtral found that returning these competencies requires constitutional reform, not merely statutory reforms of regional statutes as Abascal implied. (Translated from Spanish.)"
ES::ES-005,2019-11-04,Santiago Abascal,Spain,Primary,Since the manada there have been 100+ more in Spain; 70% of those accused are foreigners,crime,Rally speech (Vistalegre),,,False,Maldita.es,https://maldita.es/malditobulo/20191113/los-bulos-que-ha-usado-vox-para-hablar-de-inmigracion-manadas-ayudas-al-alquiler-mena-y-paguitas-de-664-euros-4/,2019-11-13,,,,Unknown,fact-checked,,Maldita found no official data showing 70% of gang-rape accusados are foreigners; the Interior Ministry data contradicts this. (Translated from Spanish.) LEGAL REVIEW NEEDED: crime attribution.
ES::ES-006,2019-11-04,Santiago Abascal,Spain,Primary,Housing-aid legislation discriminates against Spaniards with arraigo,welfare,Rally speech (Vistalegre),,,False,Maldita.es,https://maldita.es/malditobulo/20191113/los-bulos-que-ha-usado-vox-para-hablar-de-inmigracion-manadas-ayudas-al-alquiler-mena-y-paguitas-de-664-euros-4/,2019-11-13,,,,Unknown,fact-checked,,Maldita found the law in question did not discriminate by nationality; income criteria applied equally. (Translated from Spanish.)
ES::ES-007,2019-11-04,Santiago Abascal,Spain,Primary,"Some MENAs earn, on occasion, more than our pensioners / our widows",welfare,Rally speech (Vistalegre),,,False,Maldita.es,https://maldita.es/malditobulo/20191113/los-bulos-que-ha-usado-vox-para-hablar-de-inmigracion-manadas-ayudas-al-alquiler-mena-y-paguitas-de-664-euros-4/,2019-11-13,,,,Unknown,fact-checked,,Maldita found unaccompanied minors do not personally receive cash; public funding goes to the organisations caring for them. (Translated from Spanish.)
ES::ES-008,2019-11-04,Santiago Abascal,Spain,Primary,Madrid created 200 more places for unaccompanied minors,immigration,Rally speech (Vistalegre),,,False,Maldita.es,https://maldita.es/malditobulo/20191113/los-bulos-que-ha-usado-vox-para-hablar-de-inmigracion-manadas-ayudas-al-alquiler-mena-y-paguitas-de-664-euros-4/,2019-11-13,,,,Unknown,fact-checked,,Maldita found the Community of Madrid had not created 200 new places; the figure was not supported by official data. (Translated from Spanish.)
ES::ES-009,2019-11-04,Ignacio Garriga,Spain,Primary,Members of the 'manada de Manresa' were unaccompanied minors (MENAs),crime,Rally speech,,,False,Maldita.es,https://maldita.es/malditobulo/20191113/los-bulos-que-ha-usado-vox-para-hablar-de-inmigracion-manadas-ayudas-al-alquiler-mena-y-paguitas-de-664-euros-4/,2019-11-13,,,,Unknown,fact-checked,,Maldita found the accused in the Manresa case were not unaccompanied minors but adults. (Translated from Spanish.) LEGAL REVIEW NEEDED.
ES::ES-010,2019-11-04,Rocío Monasterio,Spain,Primary,You can come to Madrid from anywhere in the world to have an operation and that bill is not sent to your country of origin,immigration,TV broadcast (Ana Rosa),,,False,Maldita.es,https://maldita.es/malditobulo/20191113/los-bulos-que-ha-usado-vox-para-hablar-de-inmigracion-manadas-ayudas-al-alquiler-mena-y-paguitas-de-664-euros-4/,2019-11-13,,,,Unknown,fact-checked,,Maldita found EU bilateral agreements and international conventions mean Spain can seek reimbursement from other countries in many cases. (Translated from Spanish.)
ES::ES-011,2019-11-04,Rocío Monasterio,Spain,Primary,"After jumping the Melilla fence, automatically you are given a universal healthcare card",immigration,TV broadcast (Ana Rosa),,,False,Maldita.es,https://maldita.es/malditobulo/20191113/los-bulos-que-ha-usado-vox-para-hablar-de-inmigracion-manadas-ayudas-al-alquiler-mena-y-paguitas-de-664-euros-4/,2019-11-13,,,,Unknown,fact-checked,,Maldita found no universal health card is issued automatically; migrants must go through administrative procedures. (Translated from Spanish.)
ES::ES-012,2019-11-07,Vox,Spain,Party/Official,A foreign unaccompanied minor receives 664 euros [per month] / a widow receives 360 euros,welfare,X/Twitter post,,,Hoax,Maldita.es,https://maldita.es/malditobulo/20191107/los-bulos-sobre-inmigracion-que-te-estan-intentando-colar-durante-la-campana-electoral-para-influir-en-tu-voto/,2019-11-07,,,,Unknown,fact-checked,2019 general election campaign,Maldita found the 664 euro figure was fabricated; unaccompanied minors do not personally receive cash. (Translated from Spanish.)
ES::ES-013,2019-11-26,Javier Ortega Smith,Spain,Primary,"The EU gives more money to regions that have registered a higher number of [gender-violence] complaints, thus creating an incentive for false complaints",gender violence,TV broadcast,,,False,Maldita.es,https://maldita.es/feminismo/20191219/los-bulos-de-whatsapp-sobre-genero-que-vox-incluye-en-su-discurso-politico/,2019-12-19,,,,Unknown,fact-checked,,Maldita found EU structural funds to Spain's regions are not tied to gender-violence complaint figures. (Translated from Spanish.)
ES::ES-014,2019-11-01,Iván Espinosa de los Monteros,Spain,Primary,More than 60 children are killed by their mothers every year,gender violence,TV broadcast,,,Hoax,Maldita.es,https://maldita.es/feminismo/20191219/los-bulos-de-whatsapp-sobre-genero-que-vox-incluye-en-su-discurso-politico/,2019-12-19,,,,Unknown,fact-checked,,Maldita found official Ministry of Interior data showed far fewer children killed by their mothers; the 60+ figure was unsubstantiated. (Translated from Spanish.)
ES::ES-015,2018-12-01,Rocío Monasterio,Spain,Primary,"30 men die per year [at hands of intimate partners], but these figures have not been given since 2005",gender violence,TV broadcast,,,False,Maldita.es,https://maldita.es/feminismo/20191219/los-bulos-de-whatsapp-sobre-genero-que-vox-incluye-en-su-discurso-politico/,2019-12-19,,,,Unknown,fact-checked,,Maldita found that the Interior Ministry has published male intimate-partner homicide data regularly since 2013; the 30 per year figure was not supported. (Translated from Spanish.)
ES::ES-016,2021-04-15,Rocío Monasterio,Spain,Primary,"One MENA [unaccompanied minor], 4,700 euros per month. Your grandmother, 426 euros pension per month",welfare,TV broadcast (El programa de Ana Rosa); campaign poster,,,Misleading,Maldita.es,https://maldita.es/malditobulo/20210420/cartel-menas-4700-euros-gasto-menores-Madrid-vox/,2021-04-20,,,,Unknown,fact-checked,2021 Madrid regional elections campaign,"Maldita and Newtral found 4,700 euros is the cost per placement to care organisations, not cash given to the minor; Spanish children in care also cost the same. (Translated from Spanish.)"
ES::ES-017,2021-04-15,Rocío Monasterio,Spain,Primary,"One MENA [unaccompanied minor], 4,700 euros per month. Your grandmother, 426 euros pension per month",welfare,TV broadcast (El programa de Ana Rosa); campaign poster,,,Misleading,Newtral,https://www.newtral.es/paga-menas-no-reciben-4700-euros-mes/20210420/,2021-04-20,,,,Unknown,fact-checked,2021 Madrid regional elections campaign,"Newtral confirmed 4,700 euros is the operational cost per placement paid to host organisations, not a personal allowance; costs ranged from 1,920 to 5,762 euros depending on the centre. (Translated from Spanish.)"
ES::ES-018,2021-04-19,Rocío Monasterio,Spain,Primary,We [Vox] have been the only party that has always opposed the state of alarm,elections/fraud,TV broadcast,,,False,Newtral,https://www.newtral.es/fact-check-vox-estado-de-alarma-rocio-monasterio/20210419/,2021-04-19,,,,Unknown,fact-checked,,Newtral found that Vox initially supported the first state of alarm extension before later opposing extensions. (Translated from Spanish.)
ES::ES-019,2021-05-17,Rocío Monasterio,Spain,Primary,The Community of Madrid has its public housing park occupied [by squatters],welfare,TV broadcast,,,Misleading,Newtral,https://www.newtral.es/fact-check-madrid-no-vivienda-publica-okupada-okupas-rocio-monasterio/20210521/,2021-05-21,,,,Unknown,fact-checked,2021 Madrid regional elections campaign,Newtral found official Community of Madrid data showed very few public housing units were squatted; the generalisation was not supported. (Translated from Spanish.)
ES::ES-020,2021-07-01,Macarena Olona,Spain,Primary,A simple examination of comparative law shows that [sedition/rebellion] are punished with much harsher penalties [in other EU countries],opposition-attack,Parliament/Assembly speech,,,Misleading,Newtral,https://www.newtral.es/factcheck-delito-sedicion-espana-rebelion-macarena-olona/20210715/,2021-07-15,,,,Unknown,fact-checked,,"Newtral found that many EU countries have no direct equivalent offence, or that the Spanish penalties were broadly comparable with EU peers. (Translated from Spanish.)"
ES::ES-021,2020-11-26,Javier Ortega Smith,Spain,Primary,El País has been convicted for lying [about Rocío Monasterio],opposition-attack,TV broadcast (La Hora de la 1),,,False,Newtral,https://www.newtral.es/factcheck-el-pais-mentir-sentencia-vox-rocio-monasterio/20201127/,2020-11-27,,,,Unknown,fact-checked,,Newtral confirmed the court ruling only obliged El País to include Monasterio's right of rectification; the judge explicitly did not assess the truthfulness of the original article. (Translated from Spanish.)
ES::ES-022,2022-06-06,Macarena Olona,Spain,Primary,Andalusia has 36% youth unemployment of under-25s. Double the rest of Spain,statistics,Rally speech,,,Misleading,Newtral,https://www.newtral.es/paro-juvenil-andalucia-olona/20220608/,2022-06-08,,,,Unknown,fact-checked,2022 Andalusia regional elections campaign,"Newtral found that while Andalusia's youth unemployment is high, it was not double the national rate using comparable methodology. (Translated from Spanish.)"
ES::ES-023,2022-06-06,Macarena Olona,Spain,Primary,[Outdated textbook used to claim Andalusia government approved anti-hunting content in schools],education,Rally speech,,,Misleading,Newtral,https://www.newtral.es/libros-de-texto-macarena-olona/20220608/,2022-06-08,,,,Unknown,fact-checked,2022 Andalusia regional elections campaign,Newtral found the textbook in question was old and not in current use in Andalusia; Olona attributed it to the sitting government without basis. (Translated from Spanish.)
ES::ES-024,2022-05-25,Vox,Spain,Party/Official,Vox proposes free sale of weapons in Spain [after Texas Uvalde shooting],welfare,X/Twitter post,,,Misleading,EFE Verifica,https://verifica.efe.com/vox-no-pide-venta-libre-armas-sino-usarlas-casa-defensa-propia/,2022-05-25,,,,Unknown,fact-checked,,"EFE Verifica found Vox's actual position was about using legally-owned firearms at home in self-defence, not the free commercial sale of weapons. (Translated from Spanish.)"
ES::ES-025,2022-10-06,Santiago Abascal,Spain,Primary,"In Spain there is lithium, but [lithium] prospecting is prohibited",energy,Interview (podcast En libertad),,,False,Newtral,https://www.newtral.es/prospecciones-litio-espana-exploracion-santiago-abascal-factcheck/20221006/,2022-10-06,,,,Unknown,fact-checked,,Newtral confirmed with the Ministry for Ecological Transition that lithium prospecting is not prohibited; the government was actively promoting it. (Translated from Spanish.)
ES::ES-026,2022-11-22,Santiago Abascal,Spain,Primary,Rapes have doubled in Spain since Sánchez came to power,crime,Rally speech,,,Misleading,Newtral,https://www.newtral.es/violaciones-espana-santiago-abascal-fact-check/20221122/,2022-11-22,,,,Unknown,fact-checked,,Newtral found rapes had increased but had not doubled; a 2022 methodology change (merging assault categories) also affected comparability. (Translated from Spanish.)
